Requirement ID,Requirement,Section,Keyword,Validation Mode,Is Testable,Test Module,Test Name
R-90526,"A VNF Heat Orchestration Template parameter declaration **MUST NOT**
contain the ``default`` attribute.",default,MUST,static,TRUE,tests.test_heat_parameter_section,test_default_values
R-90748,"A VNF's Heat Orchestration Template's Resource ``OS::Heat::CinderVolume``
**MAY** be defined in an Incremental Module.",ONAP VNF Modularity Overview,MAY,,FALSE,,
R-91125,"The VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property
``image`` parameter **MUST** be enumerated in the Heat Orchestration
Template's Environment File and a value **MUST** be assigned.",Property: image,MUST,static,TRUE,tests.test_environment_file_parameters,test_nova_server_image_parameter_exists_in_environment_file
R-91273,"A VNF Heat Orchestration's template's parameter for the
``OS::Nova::Server`` resource property ``availability_zone``
**MAY NOT** be used in any ``OS::Nova::Server``.",parameters,MAY NOT,,FALSE,,
R-91342,"A VNF Heat Orchestration Template's Base Module's Environment File
**MUST** be named identical to the VNF Heat Orchestration Template's
Base Module with ``.y[a]ml`` replaced with ``.env``.",Base Modules,MUST,static,TRUE,tests.test_heat_pairs_provided,test_heat_pairs_provided
R-91497,"A VNF's incremental module **MAY** be used for both deployment and
scale out.",ONAP VNF Modularity Overview,MAY,,FALSE,,
R-91810,"If a VNF requires ONAP to assign a Virtual IP (VIP) Address to
ports connected an external network, the port
**MUST NOT** have more than one IPv4 VIP address.","VIP Assignment, External Networks, Supported by Automation",MUST NOT,static,TRUE,tests.test_neutron_port_addresses,test_neutron_port_external_ipaddress
R-92193,"A VNF's Heat Orchestration Template's parameter
``{network-role}_net_fqdn``
**MUST NOT** be enumerated in the VNF's Heat Orchestration Template's
Environment File.",External Networks,MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_network_fqdn_parameter_doesnt_exist_in_environment_file
R-92635,"A VNF's Heat Orchestration Template **MUST** be compliant with the
OpenStack Template Guide.",ONAP Heat Orchestration Template Format,MUST,static,TRUE,tests.test_initial_configuration,test_02_no_duplicate_keys_in_file
R-93030,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``fixed_ips``
map property ``ip_address`` parameter
``{vm-type}_{network-role}_v6_ips``
**MUST NOT** be enumerated in the
VNF's Heat Orchestration Template's Environment File.","Property: fixed_ips, Map Property: ip_address",MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_neutron_port_external_fixedips_ipaddress_parameter_doesnt_exist_in_environment_file
R-93177,"When the VNF's Heat Orchestration Template's resource
``OS::Neutron::Port`` is attaching to an internal network (per the
ONAP definition, see Requirements R-52425 and R-46461),
and the internal network is created in the
same Heat Orchestration Template as the ``OS::Neutron::Port``,
the ``network`` property value **MUST** obtain the UUID
of the internal network by using the intrinsic function
``get_resource``
and referencing the Resource ID of the internal network.",Property: network,MUST,static,TRUE,tests.test_network_format_use_get_param_or_get_resource,test_network_format_use_get_param_or_get_resource
R-93496,"The VNF's Heat Orchestration Template's Resource ``OS::Neutron::Port``
property ``fixed_ips``
map property ``ip_address``
parameter associated with an internal network, i.e.,

 * ``{vm-type}_int_{network-role}_ip_{index}``
 * ``{vm-type}_int_{network-role}_v6_ip_{index}``
 * ``{vm-type}_int_{network-role}_ips``
 * ``{vm-type}_int_{network-role}_v6_ips``


**MUST** be enumerated in the Heat Orchestration
Template's Environment File and IP addresses **MUST** be
assigned.","Property: fixed_ips, Map Property: ip_address",MUST,static,TRUE,tests.test_environment_file_parameters,test_neutron_port_internal_fixedips_ipaddress_parameter_exists_in_environment_file
R-94509,"A VNF Heat Orchestration Template's Incremental Module's Environment File
**MUST** be named identical to the VNF Heat Orchestration Template's
Incremental Module with ``.y[a]ml`` replaced with ``.env``.",Incremental Modules,MUST,static,TRUE,tests.test_heat_pairs_provided,test_heat_pairs_provided
R-94669,"If a VNF has one IPv6 OAM Management IP Address and the
IP Address needs to be inventoried in ONAP's A&AI
database, an output parameter **MUST** be declared in only one of the
VNF's Heat Orchestration Templates and the parameter **MUST** be named
``oam_management_v6_address``.",OAM Management IP Addresses,MUST,static,TRUE,tests.test_oam_address_outputs,test_oam_address_v6_zero_or_one
R-95303,A VNF's Heat Orchestration Template **MUST** be defined using valid YAML.,YAML Format,MUST,static,TRUE,tests.test_get_attr_usage,test_08_validate_get_attr_usage
R-95430,"If a VNF's Heat Orchestration Template's ``OS::Nova::Server``
resource property
``metadata`` key/value pair ``vm_role`` value is obtained via
``get_param``, the parameter **MUST** be declared as ``vm_role``
and the parameter **MUST** be defined as type: ``string``.",vm_role,MUST,static,TRUE,tests.test_server_parameters,test_vm_role_parameter_type_and_parameter_name
R-96227,"A VNF's Heat Orchestration Template's parameter defined
in a non-nested YAML file as type
``json`` **MAY** have a parameter constraint defined.",constraints,MAY,,FALSE,,
R-96253,"A VNF's Heat Orchestration Template's Resource
``OS::ContrailV2::VirtualMachineInterface`` that is attaching to an external network
Resource ID **MUST** use the naming convention

* ``{vm-type}_{vm-type_index}_{network-role}_vmi_{vmi_index}``

where

* ``{vm-type}`` is the vm-type
* ``{vm-type_index}`` is the instance of the ``{vm-type}``
* ``{network-role}`` is the network-role of the network
  that the port (i.e. virtual machine interface) is attached to
* ``{vmi_index}`` is the instance of the vmi on the vm-type
  attached to the network of ``{network-role}``",OS::ContrailV2::VirtualMachineInterface,MUST,static,TRUE,tests.test_contrail_vmi_resource_id,test_contrail_instance_ip_resource_id_external
R-96482,"When a VNF's Heat Orchestration Template's resource is associated
with a single external network, the Resource ID **MUST** contain the text
``{network-role}``.",Resource IDs,MUST,none,FALSE,,
R-96983,"A VNF's Heat Orchestration Template's Resource ID that is associated
with an internal network **MUST** include ``int_{network-role}`` as part
of the Resource ID, where ``int_`` is a hard coded string.",{network-role},MUST,none,FALSE,,
R-97201,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``fixed_ips``
map property ``ip_address`` parameter
``{vm-type}_int_{network-role}_v6_ip_{index}``
**MUST** be enumerated in the
VNF's Heat Orchestration Template's Environment File.","Property: fixed_ips, Map Property: ip_address",MUST,static,TRUE,tests.test_environment_file_parameters,test_neutron_port_internal_fixedips_ipaddress_parameter_exists_in_environment_file
R-97726,"A VNF's Heat Orchestration Template's Base Module Output Parameter names
**MUST** contain ``{vm-type}`` and/or ``{network-role}`` when appropriate.",ONAP Base Module Output Parameters:,MUST,none,FALSE,,
R-98138,"When a VNF's Heat Orchestration Template's resource is associated with a
single internal network, the Resource ID **MUST** contain the text
``int_{network-role}``.",Resource IDs,MUST,none,FALSE,,
R-98374,"A VNF's Heat Orchestration Template's ``OS::Nova::Server`` resource property
``metadata`` key/value pair ``vf_module_id`` parameter ``vf_module_id``
**MUST NOT**
have parameter constraints defined.",vf_module_id,MUST NOT,static,TRUE,tests.test_required_parameters_no_constraints,test_vf_module_id_parameter_has_no_constraints
R-98407,"A VNF's Heat Orchestration Template's ``{vm-type}`` **MUST** contain only
alphanumeric characters and/or underscores '_' and **MUST NOT**
contain any of the following strings:
``_int`` or ``int_`` or ``_int_``.",{vm-type},MUST NOT,static,TRUE,tests.test_vm_type_syntax,test_vm_type_syntax
R-98450,"The VNF's Heat Orchestration Template's Resource ``OS::Nova::Server``
property ``availability_zone`` parameter name
**MUST** follow the naming convention

* ``availability_zone_{index}``

where ``{index}`` is a numeric value that **MUST** start at zero
in a VNF's Heat Orchestration Templates and **MUST**
increment by one.",Property: availability_zone,MUST,static,TRUE,tests.test_availability_zone,test_availability_zone_naming
R-98569,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``fixed_ips``
map property ``ip_address`` parameter
``{vm-type}_int_{network-role}_v6_ips``
**MUST** be enumerated in the
VNF's Heat Orchestration Template's Environment File.","Property: fixed_ips, Map Property: ip_address",MUST,static,TRUE,tests.test_environment_file_parameters,test_neutron_port_internal_fixedips_ipaddress_parameter_exists_in_environment_file
R-98748,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``allowed_address_pairs``
map property ``ip_address`` parameter
**MUST** be declared as type ``string``.","VIP Assignment, External Networks, Supported by Automation",MUST,static,TRUE,tests.test_allowed_address_pairs_include_vm_type_network_role,test_allowed_address_pairs_include_vm_type_network_role
R-98905,"The VNF's Heat Orchestration Template's Resource
``OS::Neutron::Port`` property ``fixed_ips``
map property ``ip_address`` parameter
``{vm-type}_{network-role}_ips``
**MUST NOT** be enumerated in the
VNF's Heat Orchestration Template's Environment File.","Property: fixed_ips, Map Property: ip_address",MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_neutron_port_external_fixedips_ipaddress_parameter_doesnt_exist_in_environment_file
R-99110,"A VNF's Heat Orchestration Template's Resource
``OS::ContrailV2::VirtualNetwork`` Resource ID **MUST** use the naming convention

1) ``int_{network-role}_network``

or

2) ``int_{network-role}_RVN`` where RVN represents Resource Virtual
   Network

VNF Heat Orchestration Templates can only create internal networks.
There is no ``{index}`` after ``{network-role}`` because ``{network-role}``
**MUST** be unique in the scope of the VNF's
Heat Orchestration Template.

Note that option 1 is preferred.",OS::ContrailV2::VirtualNetwork,MUST,static,TRUE,tests.test_contrail_vn_resource_id,test_neutron_net_resource_id
R-99646,"A VNF's YAML files (i.e, Heat Orchestration Template files and
Nested files) **MUST** have a unique name in the scope of the VNF.",ONAP Heat Orchestration Template Filenames,MUST,static,TRUE,tests.test_files_in_flat_dir,test_files_in_flat_dir
R-99794,"An external network **MUST** have one subnet. An external network
**MAY** have more than one subnet.",External Networks,MUST,none,FALSE,,
R-99798,"A VNF's Heat Orchestration Template's Virtual Machine
(i.e., ``OS::Nova::Server`` resource) **MAY** boot from an image or
**MAY** boot from a Cinder Volume.",Boot Options,MAY,,FALSE,,
R-99812,"A value for VNF's Heat Orchestration Template's property ``name``
for a non ``OS::Nova::Server`` resource **MUST NOT** be declared
in the VNF's Heat Orchestration Template's Environment File.",Resource Property “name”,MUST NOT,static,TRUE,tests.test_environment_file_parameters,test_non_nova_server_name_parameter_doesnt_exist_in_environment_file
,,,,static,TRUE,app_tests.test_app_config,test_default_output_format
,,,,static,TRUE,app_tests.test_app_config,test_queues
,,,,static,TRUE,tests.test_nova_servergroup_policies,test_nova_servergroup_policies
,,,,static,TRUE,app_tests.test_app_config,test_input_formats
,,,,static,TRUE,app_tests.test_app_config,test_category_names
,,,,static,TRUE,app_tests.test_app_config,test_app_name
,,,,static,TRUE,app_tests.test_app_config,test_get_category_when_other
,,,,static,TRUE,app_tests.test_app_config,test_default_input_format
,,,,static,TRUE,app_tests.test_app,test_app_starts
,,,,static,TRUE,app_tests.test_app_config,test_polling_frequency
,,,,static,TRUE,app_tests.test_app_config,test_missing_category_fields
,,,,static,TRUE,app_tests.test_app_config,test_categories_names_length
,,,,static,TRUE,app_tests.test_app_config,test_default_verbosity
,,,,static,TRUE,app_tests.test_app_config,test_output_formats
,,,,static,TRUE,tests.test_volume_resource_ids,test_volume_resource_ids
